Date,Orquestra,Title,Singer,Style,Composer,Author
1931-10-08,Francisco LOMUTO,Se te dió vuelta la taba,Fernando Díaz,TANGO,Fioravanti Santoro,Juan José Otálvarez
1931-10-08,Francisco LOMUTO,Sueño de juventud,Fernando Díaz,VALS,Enrique Santos Discepolo,Enrique Santos Discepolo
1931-11-04,Francisco LOMUTO,De sol a sol,Fernando Díaz,TANGO,Leopoldo Schifrin,Manuel Arcos
1931-11-04,Francisco LOMUTO,El irresistible,Fernando Díaz,TANGO,Lorenzo Logatti, 
1931-11-09,Francisco LOMUTO,Bartolo toca la flauta,Fernando Díaz,RANCHERA, , 
1931-11-09,Francisco LOMUTO,El aguacero,Anselmo Hilarion Acuña y Fernando Díaz,TANGO,Cátulo Castillo,José González Castillo
1931-11-30,Francisco LOMUTO,Aquella mujercita,Fernando Díaz,VALS, , 
1931-11-30,Francisco LOMUTO,Soy para ti,Fernando Díaz,RUMBA, , 
1931-12-03,Francisco LOMUTO,Bigotito,Fernando Díaz,TANGO,Manuel Buzón,Gerónimo Martinelli Massa y Ismael Aguilar
1931-12-03,Francisco LOMUTO,Reina gitana,Fernando Díaz,PASODOBLE, , 
1931-12-22,Francisco LOMUTO,Intimas,Fernando Díaz,TANGO,Alfonso Lacueva,Ricardo Brignolo
1931-12-22,Francisco LOMUTO,Mar de fondo, ,TANGO,Oscar Napolitano,Daniel Alvarez
1931-12-22,Francisco LOMUTO,Se fue sin decir adios,Fernando Díaz,TANGO, , 
1931-12-28,Francisco LOMUTO,De los que quedan pocos,Fernando Díaz,RANCHERA, , 
1931-12-28,Francisco LOMUTO,Llévame en tus alas,Fernando Díaz,TANGO,Dorita Davis y Armando Tagini,Venancio Clauso
1932-04-18,Francisco LOMUTO,Hambre,Charlo,TANGO,Juan Carlos Cobián,Enrique Cadícamo
1932-04-18,Francisco LOMUTO,Mi provinciana,Charlo,TANGO,Gerardo Matos Rodríguez,Manuel Romero
1932-05-03,Francisco LOMUTO,Tiempos nuevos,Fernando Díaz,TANGO,Edgardo Donato,Manuel Romero
1932-05-03,Francisco LOMUTO,Yo que tus besos me moria,Fernando Díaz,VALS, , 
1932-05-09,Francisco LOMUTO,Amargor,Fernando Díaz,TANGO,Francisco Lomuto,Claudio Frollo
1932-05-09,Francisco LOMUTO,Aquel nocturno,Fernando Díaz,TANGO,Daniel Alvarez,Daniel Alvarez
1932-05-23,Francisco LOMUTO,Que tenes en la mirada,Fernando Díaz,TANGO, , 
1932-05-23,Francisco LOMUTO,Sorbos amargos,Fernando Díaz,TANGO,Lucio Demare,Agustín Irusta y Roberto Fugazot
1932-06-08,Francisco LOMUTO,Hablame,Charlo,VALS, , 
1932-06-08,Francisco LOMUTO,San Telmo,Charlo,TANGO,Gerardo Matos Rodríguez,Ivo Pelay
1932-06-09,Francisco LOMUTO,Dale celos,Charlo,TANGO, , 
1932-06-09,Francisco LOMUTO,La chimentadora,Charlo,RANCHERA, , 
1932-06-20,Francisco LOMUTO,Española rebonita,Fernando Díaz,PASODOBLE, , 
1932-06-20,Francisco LOMUTO,Morena mia,Fernando Díaz,PASODOBLE, , 
1932-06-27,Francisco LOMUTO,Aunque parezca mentira,Fernando Díaz,TANGO,Francisco Lomuto,Francisco Lomuto
1932-06-27,Francisco LOMUTO,Risas y besos,Fernando Díaz,VALS, , 
1932-07-25,Francisco LOMUTO,Dame tu amor,Fernando Díaz,FOXTROT, , 
1932-07-25,Francisco LOMUTO,Quién hubiera dicho,Fernando Díaz,TANGO,Rodolfo Sciammarella,Luis César Amadori
1932-08-01,Francisco LOMUTO,Parrillada,Fernando Díaz,RANCHERA, , 
1932-08-01,Francisco LOMUTO,Tu abandono,Fernando Díaz,TANGO, , 
1932-08-29,Francisco LOMUTO,Hojas que caen,Fernando Díaz,TANGO, , 
1932-08-29,Francisco LOMUTO,Suscribite al 6.67%, ,TANGO, , 
1932-09-08,Francisco LOMUTO,Mimi,Fernando Díaz,FOXTROT, , 
1932-09-08,Francisco LOMUTO,Si tu supieras,Fernando Díaz,RANCHERA, , 
1932-09-27,Francisco LOMUTO,Afilador,Fernando Díaz,RANCHERA,Francisco Pracánico,Emilio Magaldi
1932-09-27,Francisco LOMUTO,Papanata,Fernando Díaz,TANGO, , 
1932-10-10,Francisco LOMUTO,En mi rancho hay un zorzal,Fernando Díaz,RANCHERA, , 
1932-10-10,Francisco LOMUTO,Lonjazos (Rezo gaucho),Fernando Díaz,TANGO,Andrés Domenech,Jesús Fernández Blanco
1932-11-10,Francisco LOMUTO,Mentiras de amor,Fernando Díaz,VALS,Francisco Lomuto,Antonio Botta
1932-11-10,Francisco LOMUTO,Soltero... soy feliz,Fernando Díaz,TANGO, , 
1932-11-14,Francisco LOMUTO,Danza maligna,Fernando Díaz,TANGO,Fernando Randle,Claudio Frollo
1932-11-14,Francisco LOMUTO,Mirando la luna,Fernando Díaz,FOXTROT, , 
1932-12-06,Francisco LOMUTO,Mal de ausencia (2),Fernando Díaz,VALS,Charlo,Enrique Cadícamo
1932-12-06,Francisco LOMUTO,Rencor,Fernando Díaz,TANGO,Charlo,Luis César Amadori
1933-01-03,Francisco LOMUTO,Sali de aqui,Fernando Díaz,RANCHERA, , 
1933-01-03,Francisco LOMUTO,Sonador,Fernando Díaz,TANGO, , 
1933-05-12,Francisco LOMUTO,Como gato entre las leñas,Fernando Díaz,RANCHERA, , 
1933-05-12,Francisco LOMUTO,Rinconada de mis tiempos,Fernando Díaz,TANGO,José Martínez,Francisco Laino
1933-05-17,Francisco LOMUTO,Escúchame Manón (Indiferencia) (2),Fernando Díaz,TANGO,Francisco Pracánico,Claudio Frollo
1933-05-17,Francisco LOMUTO,Imaginación,Fernando Díaz,VALS,Elvino Vardaro y Oscar Arona,Francisco García Jiménez
1933-05-31,Francisco LOMUTO,Andate (No te vayas),Fernando Díaz,TANGO,Rodolfo Sciammarella,Roberto Fontaina y Rodolfo Sciammarella
1933-05-31,Francisco LOMUTO,Lucecitas de mi pueblo,Fernando Díaz,TANGO,Enrique Delfino,Francisco Oyarzábal
1933-06-14,Francisco LOMUTO,La canción del deporte,Fernando Díaz,MARCHA,Francisco Lomuto,Antonio Botta
1933-06-14,Francisco LOMUTO,Si soy así,Fernando Díaz,TANGO,Francisco Lomuto,Antonio Botta
1933-07-07,Francisco LOMUTO,Cobardia,Fernando Díaz,TANGO,Charlo,Luis César Amadori
1933-07-07,Francisco LOMUTO,Entre los tabacales,Fernando Díaz,RUMBA, , 
1933-07-14,Francisco LOMUTO,Acacias,Fernando Díaz,TANGO,Alberto Gambino,Enrique Gaudino
1933-07-14,Francisco LOMUTO,Hablemos claro,Fernando Díaz,TANGO, , 
1933-07-28,Francisco LOMUTO,Lo que vieron mis ojos,Mercedes Simone y Fernando Díaz,VALS,Juan Canaro,Jesús Fernández Blanco
1933-07-28,Francisco LOMUTO,Plegaria (2),Fernando Díaz,VALS,Antonio Sureda,Gerónimo Sureda
1933-09-07,Francisco LOMUTO,Chiquilina,Fernando Díaz,RANCHERA, , 
1933-09-07,Francisco LOMUTO,Como se muere de amor,Fernando Díaz,TANGO,Daniel Alvarez,Daniel Alvarez
1933-09-07,Francisco LOMUTO,Dios te salve m'hijo,Fernando Díaz,TANGO,Pedro Noda y Agustín Magaldi,Luis Acosta García
1933-09-07,Francisco LOMUTO,Donde hay un mango,Fernando Díaz,RANCHERA, , 
1933-10-06,Francisco LOMUTO,Cadenas,Fernando Díaz,TANGO,Luis Rubistein,Luis Rubistein
1933-10-06,Francisco LOMUTO,Tango sin letra,Fernando Díaz,TANGO, , 
1933-10-16,Francisco LOMUTO,Gaucho ingrato,Fernando Díaz,RANCHERA, , 
1933-10-16,Francisco LOMUTO,Que habias sido mañera,Fernando Díaz,RANCHERA, , 
1933-11-22,Francisco LOMUTO,No lo eches al olvido,Fernando Díaz,TANGO, , 
1933-11-22,Francisco LOMUTO,Puerto Nuevo,Fernando Díaz,TANGO,Teófilo Lespés,Carlos Pesce
1933-12-07,Francisco LOMUTO,La reina de los jazmines,Fernando Díaz,RANCHERA, , 
1933-12-07,Francisco LOMUTO,Viajando en el subte,Fernando Díaz,FOXTROT, , 
1933-12-28,Francisco LOMUTO,Anda a verla,Charlo,TANGO, , 
1933-12-28,Francisco LOMUTO,Serenata gitana,Charlo,PASODOBLE, , 
1934-02-19,Francisco LOMUTO,Amor como me has ponido,Fernando Díaz,RANCHERA, , 
1934-02-19,Francisco LOMUTO,Dímelo al oído,Fernando Díaz,TANGO,Francisco Lomuto,Francisco Lomuto
1934-03-23,Francisco LOMUTO,Esquinas porteñas,Fernando Díaz,VALS,Sebastián Piana,Homero Manzi
1934-03-23,Francisco LOMUTO,Papel picado,Fernando Díaz,TANGO,Cátulo Castillo,José González Castillo
1934-04-10,Francisco LOMUTO,Lirio blanco,Fernando Díaz,VALS,Antonio Bonavena,Antonio Bonavena
1934-04-10,Francisco LOMUTO,Serenata (2),Fernando Díaz,TANGO,Rodolfo Sciammarella,Luis César Amadori
1934-05-08,Francisco LOMUTO,Corrientes y Esmeralda,Fernando Díaz,TANGO,Francisco Pracánico,Celedonio Flores
1934-05-08,Francisco LOMUTO,Yo quisiera un novio,Fernando Díaz,RANCHERA, , 
1934-06-01,Francisco LOMUTO,Bibelot,Fernando Díaz,TANGO,Francisco De Caro,Mario César Gomila
1934-06-01,Francisco LOMUTO,Qué haces Patoruzu,Fernando Díaz,RANCHERA, , 
1934-06-21,Francisco LOMUTO,Churrasca,Fernando Díaz,TANGO,Francisco Lomuto,Francisco Lomuto
1934-06-21,Francisco LOMUTO,Lo que no escucho Dios,Fernando Díaz,VALS, , 
1934-07-10,Francisco LOMUTO,Amor campero,Fernando Díaz,RANCHERA, , 
1934-07-10,Francisco LOMUTO,Mi consuelo,Fernando Díaz,TANGO, , 
1934-07-31,Francisco LOMUTO,Rimando,Francisco Lomuto,FOXTROT, , 
1934-07-31,Francisco LOMUTO,Yo soy aquel muchacho,Fernando Díaz,TANGO,Vicente Russo y Joaquín Mora,Máximo Orsi
1934-09-06,Francisco LOMUTO,Cerefino,Fernando Díaz,TANGO, , 
1934-09-06,Francisco LOMUTO,Nyrka,Fernando Díaz,VALS, , 
1934-09-14,Francisco LOMUTO,Carioca, ,RUMBA, , 
1934-09-14,Francisco LOMUTO,Flor de mi rancho,Fernando Díaz,RANCHERA, , 
1934-10-02,Francisco LOMUTO,Don Goyo, ,TANGO,Luis Bernstein, 
1934-10-02,Francisco LOMUTO,Si tu supieras querer,Fernando Díaz,FOXTROT, , 
1934-11-06,Francisco LOMUTO,Nota porteña,Fernando Díaz,TANGO, , 
1934-11-06,Francisco LOMUTO,Perfume gaucho,Fernando Díaz,RANCHERA, , 
1934-11-29,Francisco LOMUTO,Y te fuiste a Paris,Fernando Díaz,TANGO, , 
1934-11-29,Francisco LOMUTO,Ya no estas tan sonriente como antes,Fernando Díaz,VALS, , 
1934-12-13,Francisco LOMUTO,Alma de bandoneón,Fernando Díaz,TANGO,Enrique Santos Discépolo,Enrique Santos Discépolo y Luis César Amadori
1934-12-13,Francisco LOMUTO,Y haces el novio,Fernando Díaz,TANGO, , 
1934-12-18,Francisco LOMUTO,Cambalache,Fernando Díaz,TANGO,Enrique Santos Discepolo,Enrique Santos Discepolo
1934-12-18,Francisco LOMUTO,Tu sombra,Fernando Díaz,VALS,Enrique Santos Discépolo,Luis César Amadori y Enrique Santos Discépolo
1934-12-20,Francisco LOMUTO,La cucaracha,Fernando Díaz,RUMBA, , 
1934-12-20,Francisco LOMUTO,Pero el dia que me quieras,Fernando Díaz,TANGO, , 
1934-12-27,Francisco LOMUTO,Alo alo,Lely Morel,FOX RUMBA, , 
1934-12-27,Francisco LOMUTO,Propina,Fernando Díaz,TANGO,Francisco Lomuto,Antonio Botta
1935-01-01,Francisco LOMUTO,Sus ojos se cerraron,Jorge Omar,TANGO,Carlos Gardel,Alfredo Le Pera
1935-01-20,Francisco LOMUTO,Tata me quiero casar,Fernando Díaz,RANCHERA, , 
1935-01-20,Francisco LOMUTO,Velocidad,Fernando Díaz,FOXTROT, , 
1935-05-09,Francisco LOMUTO,Luna arrabalera,Jorge Omar,TANGO,Carlos Marcucci,Mario César Gomila
1935-05-09,Francisco LOMUTO,Monte criollo,Jorge Omar,TANGO,Francisco Pracánico,Homero Manzi
1935-05-16,Francisco LOMUTO,Caminito,Cerry Brian y Jorge Omar,TANGO,Juan de Dios Filiberto,Gabino Coria Peñaloza
1935-05-16,Francisco LOMUTO,Mi pesar,Jorge Omar,TANGO, , 
1935-06-15,Francisco LOMUTO,Sol tropical,Jorge Omar,RUMBA,Terig Tucci,Alfredo Le Pera
1935-06-15,Francisco LOMUTO,Sus ojos se cerraron,Jorge Omar,TANGO,Carlos Gardel,Alfredo Le Pera
1935-07-04,Francisco LOMUTO,Grau diez,Dinah Lang,MARCHA, , 
1935-07-04,Francisco LOMUTO,Oración (3),Jorge Omar,TANGO, , 
1935-07-18,Francisco LOMUTO,La solterona,Jorge Omar,RANCHERA, , 
1935-07-18,Francisco LOMUTO,Muñeca querida,Jorge Omar,VALS, , 
1935-07-19,Francisco LOMUTO,Martin pescador,Jorge Omar,RANCHERA, , 
1935-07-19,Francisco LOMUTO,Volvió una noche,Jorge Omar,TANGO,Carlos Gardel,Alfredo Le Pera
1935-08-08,Francisco LOMUTO,La cancion de la noche,Jorge Omar,VALS, , 
1935-08-08,Francisco LOMUTO,Por una cabeza,Jorge Omar,TANGO,Carlos Gardel,Alfredo Le Pera
1935-08-27,Francisco LOMUTO,El caballo del pueblo,Jorge Omar,TANGO,Alberto Soifer,Manuel Romero
1935-08-27,Francisco LOMUTO,Esther,Jorge Omar,VALS,Alberto Soifer,Manuel Romero
1935-10-08,Francisco LOMUTO,Las perlas de tu boca,Jorge Omar,RUMBA, , 
1935-10-08,Francisco LOMUTO,Si dejaras de quererme,Jorge Omar,TANGO,Francisco Lomuto,Francisco Lomuto
1935-11-26,Francisco LOMUTO,De puro guapo,Jorge Omar,TANGO,Pedro Laurenz,Manuel Meaños
1935-11-28,Francisco LOMUTO,Luis maria,Jorge Omar,TANGO, , 
1935-12-27,Francisco LOMUTO,Luna de arrabal,Fernando Díaz,VALS,Julio César Sanders,Enrique Cadícamo
1935-12-27,Francisco LOMUTO,Parece mentira,Fernando Díaz,TANGO,Antonio Rodio,Rodolfo Sciammarella
1936-01-15,Francisco LOMUTO,A la gran muñeca,Jorge Omar,TANGO,Jesus Ventura,Miguel Osés
1936-01-15,Francisco LOMUTO,Yo no se decir que no,Jorge Omar,FOXTROT, , 
1936-03-12,Francisco LOMUTO,Después arreglamos,Jorge Omar,TANGO,Francisco Lomuto,Francisco Lomuto
1936-03-12,Francisco LOMUTO,Qué fácil es decir,Jorge Omar,TANGO,Rodolfo Sciammarella,Rubén Fernández de Olivera
1936-04-01,Francisco LOMUTO,Puerto nuevo (2),Jorge Omar,MARCHA,Hans Diernhammer,Luis César Amadori
1936-04-01,Francisco LOMUTO,Quereme un poco más,Jorge Omar,TANGO,Zayra Canicoba,Zayra Canicoba
1936-04-23,Francisco LOMUTO,Dos rosas para ti,Jorge Omar,VALS, , 
1936-04-23,Francisco LOMUTO,El viejito del acordeón,Jorge Omar,PASODOBLE,José Domingo Aiello y Carmelo Aiello,José Domingo Aiello y Carmelo Aiello
1936-06-05,Francisco LOMUTO,La cuadrera,Jorge Omar,RANCHERA, , 
1936-06-05,Francisco LOMUTO,No sigas mis pasos,Jorge Omar,TANGO, , 
1936-07-02,Francisco LOMUTO,Paquilla,Jorge Omar,PASODOBLE, , 
1936-07-02,Francisco LOMUTO,Rival,Jorge Omar,VALS, , 
1936-08-07,Francisco LOMUTO,Damisela encantadora,Jorge Omar,VALS,Ernesto Lecuona,Ernesto Lecuona
1936-08-07,Francisco LOMUTO,Goody Goody, ,FOXTROT, , 
1936-09-04,Francisco LOMUTO,Arrepentido,Jorge Omar,TANGO,Rodolfo Sciammarella,Rodolfo Sciammarella
1936-09-04,Francisco LOMUTO,Marchinha do grande gallo,Dinah Lang,MARCHA, , 
1936-10-03,Francisco LOMUTO,La cumparsita, ,TANGO,Gerardo Matos Rodriguez,Gerardo Matos Rodriguez
1936-10-03,Francisco LOMUTO,Mano a mano,Jorge Omar,TANGO,Carlos Gardel y José Razzano,Celedonio Flores
1936-10-28,Francisco LOMUTO,Nostalgias,Jorge Omar,TANGO,Juan Carlos Cobián,Enrique Cadícamo
1936-10-28,Francisco LOMUTO,Una puerta y una ventana,Dinah Lang,MARCHA, , 
1936-12-03,Francisco LOMUTO,Monotonia,Jorge Omar,TANGO, , 
1936-12-03,Francisco LOMUTO,Que nadie se entere,Jorge Omar,TANGO,Alberto Gómez,Alberto Gómez
1937-01-07,Francisco LOMUTO,Esclavo,Jorge Omar,TANGO,Joaquín Mora,José María Contursi
1937-01-07,Francisco LOMUTO,Mi camino,Jorge Omar,TANGO, , 
1937-01-26,Francisco LOMUTO,No cantes ese tango,Jorge Omar,TANGO,Francisco Lomuto,Rodolfo Blas Arrigorreaga
1937-01-26,Francisco LOMUTO,Soñé con un amor,Jorge Omar,TANGO, , 
1937-04-02,Francisco LOMUTO,Eramos tres,Jorge Omar,TANGO, , 
1937-04-02,Francisco LOMUTO,Para vigo me voy,Jorge Omar y Luis Zinkes,CONGA, , 
1937-04-02,Francisco LOMUTO,San Francisco, ,FOXTROT, , 
1937-04-05,Francisco LOMUTO,Novillero,Jorge Omar,PASODOBLE, , 
1937-05-07,Francisco LOMUTO,Caricias,Jorge Omar,TANGO,Juan Martí,Alfredo Bigeschi
1937-05-07,Francisco LOMUTO,Charito (2),Jorge Omar,PASODOBLE,Héctor Lomuto,Héctor Lomuto
1937-05-26,Francisco LOMUTO,Noche de ronda, ,VALS,María Teresa Lara,María Teresa Lara
1937-05-26,Francisco LOMUTO,Te quiero (2),Jorge Omar,FOXTROT, , 
1937-07-07,Francisco LOMUTO,Idolatria,Jorge Omar,VALS, , 
1937-07-07,Francisco LOMUTO,Viejas alegrías,Jorge Omar,TANGO,Charlo,Enrique Cadícamo
1937-07-30,Francisco LOMUTO,Don Juan Malevo,Jorge Omar,TANGO,Francisco Lomuto,Eduardo Becar
1937-07-30,Francisco LOMUTO,Hay que aprender a bailar,Jorge Omar,FOXTROT,Francisco Lomuto,Andrés Seitún
1937-07-30,Francisco LOMUTO,Las Cuarenta,Jorge Omar,TANGO,Roberto Grela,Francisco Gorrindo
1937-07-30,Francisco LOMUTO,Muñeca de cristal,Jorge Omar,VALS,Ernesto Lecuona,Ernesto Lecuona
1937-09-23,Francisco LOMUTO,Argentina,Jorge Omar y Luis Zinkes,RANCHERA,Héctor Lomuto,Héctor Lomuto
1937-09-23,Francisco LOMUTO,Ay mi nena,Jorge Omar,VALS,Francisco Lomuto,Antonio Botta
1937-10-26,Francisco LOMUTO,Si yo te contara,Jorge Omar,TANGO,Antonio Rodio,Celedonio Flores
1937-10-26,Francisco LOMUTO,Soy un pobre presidiario,Jorge Omar,PASODOBLE, , 
1937-11-23,Francisco LOMUTO,El día que yo pueda,Jorge Omar,TANGO,Francisco Canaro,Celedonio Flores
1937-11-23,Francisco LOMUTO,La calesita se destrozó, ,FOXTROT,Cliff Friend y Dave Franklin,Antonio Bernárdez
1937-11-23,Francisco LOMUTO,Pasa l'amore,Jorge Omar,CANZONETA, , 
1937-12-23,Francisco LOMUTO,Rincón florido,Jorge Omar,TANGO,Zayra Canicoba,Oscar Lomuto
1937-12-28,Francisco LOMUTO,Condena (S.O.S.), ,TANGO,Enrique Santos Discépolo y Francisco Pracánico,Enrique Santos Discépolo
1937-12-28,Francisco LOMUTO,Renuncio,Jorge Omar,TANGO, , 
1938-02-09,Francisco LOMUTO,El trece, ,TANGO,Albérico Spátola,Angel Gregorio Villoldo
1938-02-09,Francisco LOMUTO,La rezongona, ,TANGO,Francisco Lomuto, 
1938-02-09,Francisco LOMUTO,Vals de la fisarmonica, ,VALS, , 
1938-02-09,Francisco LOMUTO,Violín gitano (Violino tzigano),Jorge Omar,TANGO,Cesare Bixio,Cesare Bixio y Bruno Cherubini
1938-02-24,Francisco LOMUTO,Callecita de mi novia,Jorge Omar,TANGO,Francisco Lomuto,Antonio Botta
1938-02-24,Francisco LOMUTO,Que tiempo aquel,Jorge Omar,MILONGA,Francisco Lomuto,Celedonio Flores
1938-05-03,Francisco LOMUTO,La canción del camino,Jorge Omar,CANCION,Francisco Lomuto,Manuel Romero
1938-05-03,Francisco LOMUTO,Muchachita del campo,Jorge Omar,TANGO,Francisco Lomuto,Manuel Romero
1938-05-09,Francisco LOMUTO,De contramano,Lita Morales,RANCHERA,Francisco Canaro,Luis César Amadori
1938-05-09,Francisco LOMUTO,Hay que aclarar,Jorge Omar,TANGO,Francisco Canaro,Ismael Aguilar
1938-06-09,Francisco LOMUTO,El cornetin del tranvía,Jorge Omar,TANGO,Oscar Arona,Armando Tagini
1938-06-09,Francisco LOMUTO,Otra Vez,Jorge Omar,TANGO,Jorge Argentino Fernández,José María Contursi
1938-06-24,Francisco LOMUTO,Hay que aprender solfeo,Jorge Omar,FOXTROT, , 
1938-06-24,Francisco LOMUTO,Yo seré como tu quieras,Jorge Omar,TANGO,Héctor Lomuto,Héctor Lomuto
1938-07-22,Francisco LOMUTO,Sangre española,Jorge Omar,PASODOBLE, , 
1938-07-22,Francisco LOMUTO,Ti pi tin (Tipitipitin),Jorge Omar,VALS,María Grever,María Grever
1938-08-12,Francisco LOMUTO,Desaliento,Jorge Omar,TANGO,Armando Baliotti,Luis Castiñeira
1938-08-12,Francisco LOMUTO,Donde esta lo que quiero,Jorge Omar,FOXTROT, , 
1938-08-24,Francisco LOMUTO,Madreselva,Jorge Omar,TANGO,Francisco Canaro,Luis César Amadori
1938-08-24,Francisco LOMUTO,Vendrás alguna vez,Jorge Omar,TANGO,Alfredo Malerba,Luis César Amadori
1938-10-14,Francisco LOMUTO,Gólgota,Jorge Omar,TANGO,Rodolfo Biagi,Francisco Gorrindo
1938-10-14,Francisco LOMUTO,Si yo fuera capitan,Jorge Omar,PASODOBLE, , 
1938-11-04,Francisco LOMUTO,Dime que si,Jorge Omar,VALS, , 
1938-11-04,Francisco LOMUTO,Mujer hechicera,Jorge Omar,PASODOBLE, , 
1938-11-28,Francisco LOMUTO,Embrujo de tu violin,Jorge Omar,TANGO, , 
1938-11-28,Francisco LOMUTO,Horchateras valencianas, ,PASODOBLE,Francisco Alonso López,Emilio González del Castillo López y José Muñoz Román
1938-12-12,Francisco LOMUTO,La melodía de nuestro adiós,Jorge Omar,TANGO,Fioravanti Di Cicco,Carmelo Santiago
1938-12-12,Francisco LOMUTO,La serenata del burrito, ,FOXTROT, , 
1939-01-10,Francisco LOMUTO,Gota de lluvia,Jorge Omar,VALS,Félix Lipesker,Homero Manzi
1939-01-10,Francisco LOMUTO,Guitarra romana, ,TANGO, , 
1939-02-17,Francisco LOMUTO,Diez chicas bonitas,Jorge Omar,FOXTROT, , 
1939-02-17,Francisco LOMUTO,Mala suerte,Jorge Omar,TANGO,Francisco Lomuto,Francisco Gorrindo
1939-02-17,Francisco LOMUTO,Puerta cerrada,Jorge Omar,TANGO, , 
1939-02-17,Francisco LOMUTO,Varón,Jorge Omar,MILONGA,Francisco Lomuto,Celedonio Flores
1939-02-28,Francisco LOMUTO,Milongón,Jorge Omar,MILONGA,Francisco Canaro,Homero Manzi
1939-02-28,Francisco LOMUTO,Por la vuelta,Jorge Omar,TANGO,José Tinelli,Enrique Cadícamo
1939-03-30,Francisco LOMUTO,A-Tisket A-Tasket, ,FOXTROT,Ella Fitzgerald y Al Feldman,Ella Fitzgerald y Al Feldman
1939-03-30,Francisco LOMUTO,Tormenta,Jorge Omar,TANGO,Enrique Santos Discépolo,Enrique Santos Discépolo
1939-04-26,Francisco LOMUTO,Los piconeros,Fernando Díaz,BALADA,Ramón Perelló ,Juan Mostazo
1939-04-26,Francisco LOMUTO,Mariana,Fernando Díaz,PASODOBLE,Héctor Lomuto,Héctor Lomuto
1939-05-09,Francisco LOMUTO,El sol del 25,Fernando Díaz y Jorge Omar,GATO PATRIOTICO, , 
1939-05-09,Francisco LOMUTO,La cancion del estudiante, ,MARCHA, , 
1939-07-14,Francisco LOMUTO,La zandunga,Fernando Díaz,CANCION VALS,Guillermo Posadas,Guillermo Posadas
1939-07-14,Francisco LOMUTO,Mosterio,Fernando Díaz,TANGO,Alberto Gambino,Fortunato Benzaquen
1939-08-20,Francisco LOMUTO,Como las aves,Maria Teresa Greco,TANGO,Francisco Lomuto,Manuel Romero
1939-08-29,Francisco LOMUTO,A mi que me importa,Jorge Omar,TANGO, , 
1939-08-29,Francisco LOMUTO,Mas mas y siempre mas, ,MARCHA, , 
1939-08-29,Francisco LOMUTO,Tango amigo,Fernando Díaz,TANGO,Francisco Lomuto,Manuel Romero
1939-09-08,Francisco LOMUTO,No hay tierra como la mia,Fernando Díaz,MILONGA,Charlo,Enrique Cadícamo
1939-09-08,Francisco LOMUTO,Salud dinero y amor,Jorge Omar,VALS,Rodolfo Sciammarella,Rodolfo Sciammarella
1939-10-04,Francisco LOMUTO,Los granaderos de San Martin,Fernando Díaz y Jorge Omar,RANCHERA,Héctor Lomuto,Héctor Lomuto
1939-10-04,Francisco LOMUTO,Te quiero morena linda,Fernando Díaz,PASODOBLE, , 
1939-10-25,Francisco LOMUTO,Cervezas calientes, ,FOXTROT, , 
1939-10-25,Francisco LOMUTO,Se han sentado las carretas,Fernando Díaz y Jorge Omar,TANGO,Agustín Bardi,Enrique Cadícamo
1939-12-07,Francisco LOMUTO,A la manera sudamericana, ,RANCHERA, , 
1939-12-07,Francisco LOMUTO,Sin dejar rastros, ,TANGO, , 
1939-12-19,Francisco LOMUTO,A quién le puede importar,Fernando Díaz,TANGO,Mariano Mores,Enrique Cadícamo
1939-12-19,Francisco LOMUTO,Yendo a ver al mago de oz, ,FOXTROT, , 
1940-02-08,Francisco LOMUTO,Dejame con mis penas,Jorge Omar,TANGO,Francisco Lomuto,Oscar Lomuto
1940-02-08,Francisco LOMUTO,Tengo mil novias,Fernando Díaz,VALS,Enrique Rodríguez,Enrique Cadícamo
1940-02-09,Francisco LOMUTO,Puerto Camaronero,Fernando Díaz,BOLERO, , 
1940-02-09,Francisco LOMUTO,Son cosas del bandoneón,Jorge Omar,TANGO,Enrique Rodríguez,Enrique Cadícamo
1940-02-23,Francisco LOMUTO,Lomuto, ,TANGO, , 
1940-02-23,Francisco LOMUTO,Sha sha,Jorge Omar,FOXTROT, , 
1940-04-04,Francisco LOMUTO,El día que te fuiste,Jorge Omar y Fernando Díaz,VALS,Héctor Lomuto,Héctor Lomuto
1940-04-04,Francisco LOMUTO,Se necesita una estrella,Jorge Omar y Fernando Díaz,SUMSUM, , 
1940-04-11,Francisco LOMUTO,Cuando estaba enamorado,Fernando Díaz,VALS,Rodolfo Sciammarella,Rodolfo Sciammarella
1940-04-11,Francisco LOMUTO,Yo nací para querer,Jorge Omar,TANGO,Francisco Canaro,Francisco Canaro
1940-05-15,Francisco LOMUTO,Llanto,Fernando Díaz,TANGO,Pedro Maffia,Homero Manzi
1940-05-15,Francisco LOMUTO,Perfidia, ,BOLERO, , 
1940-08-01,Francisco LOMUTO,La princesa esta triste,Jorge Omar,VALS, , 
1940-08-01,Francisco LOMUTO,Oh Johny Oh Johny Oh,Jorge Omar,FOXTROT, , 
1940-08-12,Francisco LOMUTO,Isabelita,Fernando Díaz,VALS,Rodolfo Sciammarella,Manuel Romero
1940-08-12,Francisco LOMUTO,Quiero verte una vez más,Fernando Díaz,TANGO,Mario Canaro,José María Contursi
